pair_id,researcher_id,researcher_name,researcher_domain,researcher_keywords,researcher_source,grant_id,grant_title,grant_abstract,grant_funder,grant_amount_gbp,grant_domain,grant_source,overlap_score,label
PAIR_0031,015782DF-483F-4813-AA42-AEEC01AF732A,Ilik Saccheri,Social Sciences,"social, inequality, education, poverty, policy, community",https://gtr.ukri.org/person/015782DF-483F-4813-AA42-AEEC01AF732A,A4347E1A-8191-4AA4-BB50-01AF344AC684,Enriching understanding of climate and energy related behaviours (Energy Behaviour Fellowship Follow On Fund),"Government policies across many fields are currently being steered by the concept of 'behaviour change' as a 'light-touch' alternative to regulation. Behaviour is neither simple to understand, nor to change. Current political circumstances have led to a high profile for a group of approaches that are aimed at 'nudging' behaviours, however the theories and understanding behind these are just one of",Research Grant,0,Social Sciences,https://gtr.ukri.org/projects?ref=A4347E1A-8191-4AA4-BB50-01AF344AC684,0.1765,Good Fit
PAIR_0051,017300FC-1FA7-48B3-8573-2A4C2FF0D83D,Philip Cohen,Artificial Intelligence,"machine learning, deep learning, neural, artificial intelligence, computer vision, natural language",https://gtr.ukri.org/person/017300FC-1FA7-48B3-8573-2A4C2FF0D83D,CA9FEA1B-CABA-4E8E-A810-0087E1A9971E,Glasgow Caledonian University and IWAD Ghana Limited AAKTP 23_24 R3,"To reduce the vulnerability of Ghanaian tomato production to climate change and variability, this project will embed expertise in smart irrigation products. It will close the gap between agricultural irrigation engineering and smart technologies.",Knowledge Transfer Partnership,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=CA9FEA1B-CABA-4E8E-A810-0087E1A9971E,0.0714,Good Fit
PAIR_0180,00AA76AB-2766-48AE-96D9-C5BF1E10C26A,Aniko Varadi,Biology & Life Sciences,"biology, genetics, cell, molecular, microbiology, neuroscience",https://gtr.ukri.org/person/00AA76AB-2766-48AE-96D9-C5BF1E10C26A,C519E493-2AF0-447D-8A11-01D3E94B6803,Mapping impact pathways: improving our understanding of what mechanisms work in research translation,The successful translation of research knowledge to societal impact is a topic that has attracted the interest of governments around the world for a number of years. In 2014 the UK government introduced an ‘impact’ element to university assessment in the Research Excellence Framework (REF) to incentivise academics and their institutions to increase their contribution to society. Although there was,Research Grant,0,Social Sciences,https://gtr.ukri.org/projects?ref=C519E493-2AF0-447D-8A11-01D3E94B6803,0.0556,Average Fit
PAIR_0224,00DD045C-4D5B-4C92-9996-2E487F5AFD95,David Littlewood,Cybersecurity & Computing,"cybersecurity, security, encryption, network, privacy, blockchain",https://gtr.ukri.org/person/00DD045C-4D5B-4C92-9996-2E487F5AFD95,CC4941D0-BCB6-4107-91F2-013D9FA71063,Hyperthermal atomic oxygen effects on satellite systems,"The University of Manchester is developing a unique experimental facility that replicates hyperthermal atomic oxygen flux in very low Earth orbits (VLEO), essentially a rarefied flow wind tunnel, called the Rarefied Orbital Aerodynamics Research Facility (ROAR). It will be a unique facility able to characterise the reemitted flow from surfaces and thereby determine their aerodynamic properties. Th",Studentship,0,Engineering & Physics,https://gtr.ukri.org/projects?ref=CC4941D0-BCB6-4107-91F2-013D9FA71063,0.0,Bad Fit
PAIR_0159,0010221C-C855-4F35-8E36-087BFA9AF15D,David Bunton,Cybersecurity & Computing,"cybersecurity, security, encryption, network, privacy, blockchain",https://gtr.ukri.org/person/0010221C-C855-4F35-8E36-087BFA9AF15D,C10D98F1-F9B3-4BB9-8390-01DBEC2E1D43,Rapid-Transfer Dynamic Nuclear Polarization,"Nuclear magnetic resonance (NMR) is a powerful method that probes the structure and dynamics of small and large molecules. NMR is also at the heart of magnetic resonance imaging (MRI). In both cases the signal arises from nuclear spins, which can be pictured as tiny magnets. These nuclear magnets can be aligned in an external magnetic field, but because they are so weak, the net alignment in a typ",Fellowship,0,Biomedical & Health,https://gtr.ukri.org/projects?ref=C10D98F1-F9B3-4BB9-8390-01DBEC2E1D43,0.0,Average Fit
PAIR_0108,02A2D0C2-DA3F-48DF-8FD8-F27140FAA0FA,Terence Sloan,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/02A2D0C2-DA3F-48DF-8FD8-F27140FAA0FA,B1B8C72F-E543-4E4A-9985-00CC2A9877C3,"Game theoretic approaches for the mathematical control, modelling and optimization of interactions between autonomous vehicles and other road users","The rapid advance in the development of autonomous vehicle (AV) technology has brought their widespread deployment to the near horizon. As well as their use in personal transportation, small robots such as the Starship have been designed to provide small goods deliveries such as groceries. However, deploying AVs in dense urban areas is a major unresolved challenge, given their need to interact saf",Studentship,0,Data Science & Statistics,https://gtr.ukri.org/projects?ref=B1B8C72F-E543-4E4A-9985-00CC2A9877C3,0.0,Average Fit
PAIR_0058,0107EC77-84F3-4182-B8B2-AD73ED7E4BB0,Michelle McKinley,Biomedical & Health,"cancer, diabetes, drug, clinical, biomedical, genomic",https://gtr.ukri.org/person/0107EC77-84F3-4182-B8B2-AD73ED7E4BB0,9D0C3647-2297-4F81-9ABA-00446763A6CE,"Spatiotemporal statistical machine learning (ST-SML): theory, methods, and applications","Machine learning (ML) is the computational beating heart of the modern Artificial Intelligence (AI) renaissance. A number of fields, from computer vision to speech recognition have been completely transformed by the successes of machine learning. But practitioners and policymakers struggle when it comes to translating the successes of ML from narrowly defined prediction problems---e.g. &quot;is th",Fellowship,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=9D0C3647-2297-4F81-9ABA-00446763A6CE,0.1111,Good Fit
PAIR_0091,017300FC-1FA7-48B3-8573-2A4C2FF0D83D,Philip Cohen,Artificial Intelligence,"machine learning, deep learning, neural, artificial intelligence, computer vision, natural language",https://gtr.ukri.org/person/017300FC-1FA7-48B3-8573-2A4C2FF0D83D,A4331025-F7E6-452F-ADDB-0000EE4638E3,Open Access Block Award 2022 - Edinburgh Napier University,"Abstracts are not currently available in GtR for all funded research. This is normally because the abstract was not required at the time of proposal submission, but may be because it included sensitive information such as personal details.",Research Grant,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=A4331025-F7E6-452F-ADDB-0000EE4638E3,0.0714,Good Fit
PAIR_0203,0066B5FC-8A64-4FF0-9F26-19CCCAEFA2A6,Mark Saunders,Biology & Life Sciences,"biology, genetics, cell, molecular, microbiology, neuroscience",https://gtr.ukri.org/person/0066B5FC-8A64-4FF0-9F26-19CCCAEFA2A6,D2EF4418-2DB6-4A2E-9F68-014A76451B33,High Performance Road Lane Inspection for Safer Cycling,"The target product is an imaging system delivering low-cost, automated inspection of cycleways, footways and the near kerb lanes on cycling permissible roads (515,600 lane-miles in the UK). It will support prioritizing road maintenance towards safer cycling. One unique capability is the identification of potholes that become hidden by rain ponding. Whereas these may damage a vehicle wheel they can",Collaborative R&D,0,Biomedical & Health,https://gtr.ukri.org/projects?ref=D2EF4418-2DB6-4A2E-9F68-014A76451B33,0.0,Bad Fit
PAIR_0114,002C7B10-8094-4247-BF32-E7A274FB304C,Roy Sanderson,Biomedical & Health,"cancer, diabetes, drug, clinical, biomedical, genomic",https://gtr.ukri.org/person/002C7B10-8094-4247-BF32-E7A274FB304C,0A9C4768-C996-4303-91F1-020F34284F78,Characterising hydrothermal alteration across the Atlantis Massif: IODP Expedition 357,"The oceans covers approximately two thirds of the Earth's surface yet the oldest ocean floor is less than 200 million years old because it is continuously created and destroyed through the plate tectonic cycle. The ocean floor is made of volcanic rocks that form at mid ocean ridges, a global chain of under-water volcanoes that stretch for ~60,000km around the oceans, where two tectonic plates are ",Research Grant,0,Climate & Environment,https://gtr.ukri.org/projects?ref=0A9C4768-C996-4303-91F1-020F34284F78,0.0,Average Fit
PAIR_0218,00532642-0CA1-4022-A929-7B2C4F4D1643,Eric James Hill,Engineering & Physics,"engineering, materials, nanotechnology, quantum, photonics, semiconductor",https://gtr.ukri.org/person/00532642-0CA1-4022-A929-7B2C4F4D1643,A7F29CBD-5BDC-4070-A6BB-01CB215FBF56,Valuing Nature Programme Coordination Team,"The concepts behind Valuing Nature are coming of age, emerging from the Millennium Assessment, and in the UK the subsequent UK National Ecosystem Assessment and the Natural Environment &amp; Water White Papers published in 2011. Valuing Nature necessitates the bringing together of a wide range of disciplines: including the natural and social sciences, economics and the humanities. It also requires",Research Grant,0,Social Sciences,https://gtr.ukri.org/projects?ref=A7F29CBD-5BDC-4070-A6BB-01CB215FBF56,0.0,Bad Fit
PAIR_0247,0107EC77-84F3-4182-B8B2-AD73ED7E4BB0,Michelle McKinley,Biomedical & Health,"cancer, diabetes, drug, clinical, biomedical, genomic",https://gtr.ukri.org/person/0107EC77-84F3-4182-B8B2-AD73ED7E4BB0,B3526568-5A5F-4D1E-BB3B-0157D4D652CD,South American Biomass Burning Analysis (SAMBBA),"Biomass burning aerosol (BBA) exerts a considerable impact on regional radiation budgets as it significantly perturbs the surface fluxes and atmospheric heating rates and its cloud nucleating (CCN) properties perturb cloud microphysics and hence affect cloud radiative properties, precipitation and cloud lifetime. It is likely that such large influences on heating rates and CCN will affect regional",Research Grant,0,Climate & Environment,https://gtr.ukri.org/projects?ref=B3526568-5A5F-4D1E-BB3B-0157D4D652CD,0.0,Bad Fit
PAIR_0037,017300FC-1FA7-48B3-8573-2A4C2FF0D83D,Philip Cohen,Artificial Intelligence,"machine learning, deep learning, neural, artificial intelligence, computer vision, natural language",https://gtr.ukri.org/person/017300FC-1FA7-48B3-8573-2A4C2FF0D83D,B35FA19C-3E32-4C03-87B5-01B8871E91A4,"DETERMIND: DETERMinants of quality of life, care and costs, and consequences of INequalities in people with Dementia and their family carers","Context of the research
Dementia is one of the most common and serious disorders we face with over 800,000 affected in the UK, costing &pound;23billion annually. Negative impacts on those with dementia and their families are profound. There are emerging data that there are major inequalities in care for dementia driven by factors that include: ethnicity, whether your care is self-funded or paid fo",Research Grant,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=B35FA19C-3E32-4C03-87B5-01B8871E91A4,0.0714,Good Fit
PAIR_0129,009A36C7-DBA2-40E0-9F7C-D03301FF9E2D,David Shanks,Engineering & Physics,"engineering, materials, nanotechnology, quantum, photonics, semiconductor",https://gtr.ukri.org/person/009A36C7-DBA2-40E0-9F7C-D03301FF9E2D,B20F339C-09A1-4C63-9FD1-012058FCCB9B,Whole genome SNP panels for genotyping experimental chicken lines- a vital BBSRC resource,"The chicken DNA sequence bridges the evolutionary gap not previously covered by any other animal, sharing a common ancestor with mammals as long as 310 million years ago. Like genetic studies in mice, the chicken may also provide important evolutionary data on vital genes and how they influence such things as disease resistance and health. Identifying these qualities is only possible when the full",Research Grant,0,Biomedical & Health,https://gtr.ukri.org/projects?ref=B20F339C-09A1-4C63-9FD1-012058FCCB9B,0.0,Average Fit
PAIR_0045,002398B2-6E97-4D5A-BD3B-D195463D7AE2,Nicola Festuccia,Artificial Intelligence,"machine learning, deep learning, neural, artificial intelligence, computer vision, natural language",https://gtr.ukri.org/person/002398B2-6E97-4D5A-BD3B-D195463D7AE2,C881090E-C95F-4DD8-829A-00397C517FA6,doppel test,"&quot;doppel is a wearable device that improves your capacity to manage the pressures of time and stress in your daily life. It enables you to become more alert or to relax, without drugs such as caffeine or alcohol, or time-consuming methods such as meditation. It does this through the phenomenon of heart rate entrainment by which our heart rate can synch up with an external beat. We created a ne",Vouchers,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=C881090E-C95F-4DD8-829A-00397C517FA6,0.0714,Good Fit
PAIR_0181,00C1BE70-2524-471C-BA0E-BA07A0FC0C07,David Ryan Glowacki,Biomedical & Health,"cancer, diabetes, drug, clinical, biomedical, genomic",https://gtr.ukri.org/person/00C1BE70-2524-471C-BA0E-BA07A0FC0C07,AE28BBD7-D7D1-4776-A0E5-0036217369EB,Improved Earthworks Drainage for Safer Reliable Railways,"Recent study of NR earthworks failures has confirmed a statistically significant link between poor drainage condition and incidents of failure in certain geological conditions. However, with 10,000km of earthworks on the network a prioritisation approach is required to determine where and when to intervene to improve earthwork drainage condition. This project will develop models of the precipitati",Studentship,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=AE28BBD7-D7D1-4776-A0E5-0036217369EB,0.0,Average Fit
PAIR_0094,002398B2-6E97-4D5A-BD3B-D195463D7AE2,Nicola Festuccia,Artificial Intelligence,"machine learning, deep learning, neural, artificial intelligence, computer vision, natural language",https://gtr.ukri.org/person/002398B2-6E97-4D5A-BD3B-D195463D7AE2,B9DCF3F7-4A32-40D6-B7B7-006B373ED802,4He/3He laser microprobe analysis: a disruptive new technology for in-situ U-Th-He thermochronology,"Ernest Rutherford received the 1908 Nobel Prize for the discovery that radioactivity is a product of the spontaneous disintegration of a radioactive element (the parent) into another element (the daughter). He soon realised that if the decay rate is known, this system can be used to determine the age of geological materials. This is analogous with an hourglass in which sand in the top is the amoun",Research Grant,0,Engineering & Physics,https://gtr.ukri.org/projects?ref=B9DCF3F7-4A32-40D6-B7B7-006B373ED802,0.0714,Good Fit
PAIR_0238,014CFEB2-3043-440B-973B-8ABD8974DBF3,Kenneth Carslaw,Biomedical & Health,"cancer, diabetes, drug, clinical, biomedical, genomic",https://gtr.ukri.org/person/014CFEB2-3043-440B-973B-8ABD8974DBF3,9925CCEE-4835-4693-82F0-019AD1680E46,"Contesting Money: public finance and the social limits of state power in Hungary, 1945-58","Having been at the centre of academic, political, and public discussions since the financial crash of 2008, money continues to be a puzzle in the post-pandemic world today. The fiscal capacity of states has been fiercely debated both on the political left and right in the wake of soaring energy prices and a cost of living crisis. Although since March 2020 governments around the world have unwittin",Fellowship,0,Social Sciences,https://gtr.ukri.org/projects?ref=9925CCEE-4835-4693-82F0-019AD1680E46,0.0,Bad Fit
PAIR_0172,00C1BE70-2524-471C-BA0E-BA07A0FC0C07,David Ryan Glowacki,Biomedical & Health,"cancer, diabetes, drug, clinical, biomedical, genomic",https://gtr.ukri.org/person/00C1BE70-2524-471C-BA0E-BA07A0FC0C07,018ACD8A-DE0F-4F6C-82FF-00EFDE30F246,Characterising the performance of low loading electrodes for hydrogen technologies,"This project is associated with deep understanding of the operation and performance of electrodes for electrochemical devices used in electrolysers, flow batteries, and fuel cells. These devices will allow the efficient capture of renewable electricity and storage/interconversion as hydrogen (see Royal Society report &quot;Large-scale electricity storage&quot;). Deployment of electrochemical hydro",Studentship,0,Climate & Environment,https://gtr.ukri.org/projects?ref=018ACD8A-DE0F-4F6C-82FF-00EFDE30F246,0.0,Average Fit
PAIR_0293,01222E1F-13BA-40DE-A5AB-251A80992C3C,Edward Codling,Cybersecurity & Computing,"cybersecurity, security, encryption, network, privacy, blockchain",https://gtr.ukri.org/person/01222E1F-13BA-40DE-A5AB-251A80992C3C,B57A5156-141D-4DDA-84F0-01FB48EA27CD,How is ash dispersed in the ocean around volcanoes?,"The marine record of explosive eruptions on island volcanoes is typically more complete than that preserved on land. Subaerial deposits are more prone to erosion and (or) burial, and almost all of the material in large volume eruptions will be transported into the ocean. The most complete eruption chronologies can therefore be derived from marine sediment cores, typically from layers of fine ash. ",Research Grant,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=B57A5156-141D-4DDA-84F0-01FB48EA27CD,0.0,Bad Fit
PAIR_0082,06C04367-189B-463C-AB59-358739FA3954,Vardhman Rakyan,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/06C04367-189B-463C-AB59-358739FA3954,C4C0FE34-99A7-4628-BE09-012EC86C559A,SUPERGEN: Delivery of Sustainable Hydrogen,"We seek to deliver new technologies capable of clean and cost-effective conversion of low-carbon electricity and various carbon sources, including biomass and waste, into hydrogen. We have set up a consortium to address this target involving 14 University research groups. This will achieve significant critical mass and provide a proactive consortium, well linked to a range of industrial actors, to",Research Grant,0,Climate & Environment,https://gtr.ukri.org/projects?ref=C4C0FE34-99A7-4628-BE09-012EC86C559A,0.1333,Good Fit
PAIR_0188,0003D44F-1FBB-4D63-BDE2-E11D0B191A78,Anjam Khan,Artificial Intelligence,"machine learning, deep learning, neural, artificial intelligence, computer vision, natural language",https://gtr.ukri.org/person/0003D44F-1FBB-4D63-BDE2-E11D0B191A78,C2616FE6-FFC5-480E-AA1C-01CD1734BE9A,Clouds4Coordination (C4C): Cloud-based project coordination in the AEC sector,"Projects in the construction (AEC) sector generally involve collaboration between various participating companies over the (building construction) lifecycle using different systems and storage solutions. As part of this, the compatibility, control and access of data objects created is critical to the success of a project. Currently, coordination between participants is often a labour intensive man",Collaborative R&D,0,Cybersecurity & Computing,https://gtr.ukri.org/projects?ref=C2616FE6-FFC5-480E-AA1C-01CD1734BE9A,0.0,Average Fit
PAIR_0049,002C2C0C-07F0-4DBF-BAEC-C97B047EF4AE,Holly Blake,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/002C2C0C-07F0-4DBF-BAEC-C97B047EF4AE,B3502135-6820-437E-8C41-00E1440AF425,Development of beneficial microbiome communities to increase the resistance against abiotic stress in Carica papaya and Capsicum annuum,"Mexico, with Colima State as main producer, is the main exporter of Carica papaya and Capsicum annuum. Abiotic stress such as drought and heat are the major cause of fruit losses for both crops, a situation predicted to worsen under the prospect of changing climates. Enhancing crop productivity under changing climates is therefore of outermost importance to increase crop resilience against abiotic",Research Grant,0,Climate & Environment,https://gtr.ukri.org/projects?ref=B3502135-6820-437E-8C41-00E1440AF425,0.1333,Good Fit
PAIR_0154,002C2C0C-07F0-4DBF-BAEC-C97B047EF4AE,Holly Blake,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/002C2C0C-07F0-4DBF-BAEC-C97B047EF4AE,B5D9476A-D954-485B-87AD-00F3B811786D,Inequalities in the use of breast cancer prevention services,"The project will investigate the psychological factors underpinning women's decision to engage with breast cancer prevention services, which is currently under explored. The main aims of the research are to investigate inequalities in breast cancer prevention services use and the psychological factors underpinning these decisions. Another aim of the project will be to develop a theory-based suppor",Studentship,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=B5D9476A-D954-485B-87AD-00F3B811786D,0.0,Average Fit
PAIR_0102,06C04367-189B-463C-AB59-358739FA3954,Vardhman Rakyan,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/06C04367-189B-463C-AB59-358739FA3954,A7F29CBD-5BDC-4070-A6BB-01CB215FBF56,Valuing Nature Programme Coordination Team,"The concepts behind Valuing Nature are coming of age, emerging from the Millennium Assessment, and in the UK the subsequent UK National Ecosystem Assessment and the Natural Environment &amp; Water White Papers published in 2011. Valuing Nature necessitates the bringing together of a wide range of disciplines: including the natural and social sciences, economics and the humanities. It also requires",Research Grant,0,Social Sciences,https://gtr.ukri.org/projects?ref=A7F29CBD-5BDC-4070-A6BB-01CB215FBF56,0.0,Average Fit
PAIR_0055,0003D44F-1FBB-4D63-BDE2-E11D0B191A78,Anjam Khan,Artificial Intelligence,"machine learning, deep learning, neural, artificial intelligence, computer vision, natural language",https://gtr.ukri.org/person/0003D44F-1FBB-4D63-BDE2-E11D0B191A78,0F03D97D-3065-4B3E-8E9E-010E7A7259C3,Molecular mechanisms and evolutionary origins of teratozoospermia and sex ratio skewing in mice with Y chromosome deletions,"When a sperm fertilizes an egg, the sex of the resulting offspring is determined by whether the sperm carries an X or a Y chromosome. Normally, this is a 50:50 chance, and thus half the offspring are male and half are female. However, there is the possibility that genes on the sex chromosomes can act 'selfishly' to increase their likelihood of being passed on: for example if X-bearing sperm secret",Research Grant,0,Biology & Life Sciences,https://gtr.ukri.org/projects?ref=0F03D97D-3065-4B3E-8E9E-010E7A7259C3,0.0714,Good Fit
PAIR_0075,001743F2-D7F0-4DC0-912A-ACB441351939,Laura Conforti,Biology & Life Sciences,"biology, genetics, cell, molecular, microbiology, neuroscience",https://gtr.ukri.org/person/001743F2-D7F0-4DC0-912A-ACB441351939,C7563C4B-43FF-4C9A-BBDE-0041FCB69805,South Eastern Mediterranean Excellence Development in FIre REsearch (SEMEDFIRE),"In full alignment with the WIDERA-Twinning-topic’s requirements, SEMEDFIRE aims to enhance the capacities and knowledgeacquisition of the Widening institution; EUC, in Research-&amp;-Innovation (R&amp;I) and Research-Management-Administration (RMA) relating to Fire Safety and Fire Management. This is aimed through networking activities with five top-class leading counterparts at EU level; IMPERIAL",EU-Funded,0,Social Sciences,https://gtr.ukri.org/projects?ref=C7563C4B-43FF-4C9A-BBDE-0041FCB69805,0.1111,Good Fit
PAIR_0039,0156670F-81A5-4840-BD67-700164999012,Deborah Smith,Data Science & Statistics,"data science, statistical, big data, analytics, regression, bayesian",https://gtr.ukri.org/person/0156670F-81A5-4840-BD67-700164999012,D45D5D69-8C7E-4F10-A7B2-02071C597945,"UKRI Centre for Doctoral Training in Artificial Intelligence, Machine Learning and Advanced Computing","We live in a society dominated by information. The collection of data is an ongoing and continuous process, covering all
aspects of life, and the amount of data available in recent years has exploded. In order to make sense of this data, utilise it,
gain insights and draw conclusions, new computational methods to analyse and infer have been developed. This is often
described by the general terms &",Studentship,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=D45D5D69-8C7E-4F10-A7B2-02071C597945,0.1429,Good Fit
PAIR_0226,012897B8-0FC0-4398-A0A0-AEB37D2F3BEA,Peter Moody,Biomedical & Health,"cancer, diabetes, drug, clinical, biomedical, genomic",https://gtr.ukri.org/person/012897B8-0FC0-4398-A0A0-AEB37D2F3BEA,018ACD8A-DE0F-4F6C-82FF-00EFDE30F246,Characterising the performance of low loading electrodes for hydrogen technologies,"This project is associated with deep understanding of the operation and performance of electrodes for electrochemical devices used in electrolysers, flow batteries, and fuel cells. These devices will allow the efficient capture of renewable electricity and storage/interconversion as hydrogen (see Royal Society report &quot;Large-scale electricity storage&quot;). Deployment of electrochemical hydro",Studentship,0,Climate & Environment,https://gtr.ukri.org/projects?ref=018ACD8A-DE0F-4F6C-82FF-00EFDE30F246,0.0,Bad Fit
PAIR_0113,06958A48-8D6D-4E9C-B204-570E76AB3CAA,Pat Doyle,Cybersecurity & Computing,"cybersecurity, security, encryption, network, privacy, blockchain",https://gtr.ukri.org/person/06958A48-8D6D-4E9C-B204-570E76AB3CAA,A2F82815-1B86-474F-9A07-008A0F39C447,Improving Scientific Reproducibility with Applied Philosophy of Science,"Concerns about the replicability of research have continued to interest researchers across a number of scientific disciplines, particularly during the last decade. Within psychology, numerous explanations for low replicability have been proposed. Most notable are the problems of current publication standards, which disincentivise the publication of null findings, as well as incentivising the use o",Studentship,0,Social Sciences,https://gtr.ukri.org/projects?ref=A2F82815-1B86-474F-9A07-008A0F39C447,0.0,Average Fit
PAIR_0267,0060F773-2DEB-4A82-80A5-0B4B1AF6A6CD,Adam Eyre-Walker,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/0060F773-2DEB-4A82-80A5-0B4B1AF6A6CD,9B4CAB89-463A-430D-B93F-005554ABED30,rISC - the game of strategic molecular design for high efficiency OLEDs,"Lighting and displays form essential parts of our daily lives and consume approximately 20% of the electricity used worldwide. It has been shown that lights visible from space at night time are an effective measure of a country's economic development, while energy capture through the development of materials that absorb more sunlight is at the heart of attempts to reduce our reliance upon unsustai",Research Grant,0,Engineering & Physics,https://gtr.ukri.org/projects?ref=9B4CAB89-463A-430D-B93F-005554ABED30,0.0,Bad Fit
PAIR_0068,008605AC-4E7A-4CEE-B1FD-0203BCF68AC8,Alan Bowman,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/008605AC-4E7A-4CEE-B1FD-0203BCF68AC8,CC4941D0-BCB6-4107-91F2-013D9FA71063,Hyperthermal atomic oxygen effects on satellite systems,"The University of Manchester is developing a unique experimental facility that replicates hyperthermal atomic oxygen flux in very low Earth orbits (VLEO), essentially a rarefied flow wind tunnel, called the Rarefied Orbital Aerodynamics Research Facility (ROAR). It will be a unique facility able to characterise the reemitted flow from surfaces and thereby determine their aerodynamic properties. Th",Studentship,0,Engineering & Physics,https://gtr.ukri.org/projects?ref=CC4941D0-BCB6-4107-91F2-013D9FA71063,0.0667,Good Fit
PAIR_0125,002C7B10-8094-4247-BF32-E7A274FB304C,Roy Sanderson,Biomedical & Health,"cancer, diabetes, drug, clinical, biomedical, genomic",https://gtr.ukri.org/person/002C7B10-8094-4247-BF32-E7A274FB304C,C2C6F6A3-0243-4E98-A00D-00351CB6B4E9,Optimising the Mobility of Nanoporous Oxides,"The project aims to develop practical strategies to improve the mobility of nanoporous metal oxide films by reducing charge trapping at surface and interfaces. It will combine first principles theoretical modelling with structural, spectroscopic and photophysical materials characterisation, in order to understand charge trapping at an atomistic level and guide material modification strategies to i",Studentship,0,Data Science & Statistics,https://gtr.ukri.org/projects?ref=C2C6F6A3-0243-4E98-A00D-00351CB6B4E9,0.0,Average Fit
PAIR_0262,00DD045C-4D5B-4C92-9996-2E487F5AFD95,David Littlewood,Cybersecurity & Computing,"cybersecurity, security, encryption, network, privacy, blockchain",https://gtr.ukri.org/person/00DD045C-4D5B-4C92-9996-2E487F5AFD95,97B77333-7729-4E6E-BE84-0067A6EBA4A9,"UPright radiotherapy: Learning, Innovation, Fellowship and Training","Radiotherapy (RT) is a mainstay of modern cancer treatment. Conventionally, RT is delivered to the patient lying on a treatment couch, while a beam steering device (gantry) aims the radiation from any angle around the target. Positioning the patients in upright body posture (upRT) instead enables to orient the patient arbitrarily toward a fixed beam. This enables smaller facility footprint and red",Training Grant,0,Biomedical & Health,https://gtr.ukri.org/projects?ref=97B77333-7729-4E6E-BE84-0067A6EBA4A9,0.0,Bad Fit
PAIR_0229,0060F773-2DEB-4A82-80A5-0B4B1AF6A6CD,Adam Eyre-Walker,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/0060F773-2DEB-4A82-80A5-0B4B1AF6A6CD,B0B58129-7B15-4D0E-AE9B-01A7FDD89ADA,Latin America and the peripheral origins of nineteenth-century international order,"Debates about the state of the international order have leapt from academic journals to the front pages of newspapers and into the discourses of policymakers concerned about sustaining cooperation to address global challenges. International order-a complex of international norms, institutions, and practices that helps structure world politics-is understood to be challenged from without by the rise",Research Grant,0,Social Sciences,https://gtr.ukri.org/projects?ref=B0B58129-7B15-4D0E-AE9B-01A7FDD89ADA,0.0,Bad Fit
PAIR_0195,06C04367-189B-463C-AB59-358739FA3954,Vardhman Rakyan,Climate & Environment,"climate, carbon, greenhouse, sustainability, renewable, net zero",https://gtr.ukri.org/person/06C04367-189B-463C-AB59-358739FA3954,C36F0507-4B29-4CF8-93C4-00D6D6E053A4,"Challenges encountered by ethnic minority and migrant doctors, healthcare workers and related groups and the implications for performance regulation","Abstracts are not currently available in GtR for all funded research. This is normally because the abstract was not required at the time of proposal submission, but may be because it included sensitive information such as personal details.",Research Grant,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=C36F0507-4B29-4CF8-93C4-00D6D6E053A4,0.0,Average Fit
PAIR_0194,0045DBDF-966E-46AB-9209-D8F9CBE4B1FC,Maria Appleyard,Social Sciences,"social, inequality, education, poverty, policy, community",https://gtr.ukri.org/person/0045DBDF-966E-46AB-9209-D8F9CBE4B1FC,BD7CBF0C-C9A7-47FA-9AE4-00AA076FF470,Lakto – the novel milk filter that ‘fills and eliminates’ lactose,"A project to create a new, easy and low-cost way to produce lactose free milk at home, improving access to dairy milk and the nutritional content within for people that suffer from lactose Intolerance, and reducing food wastage from spoilt milk in households that currently purchase several milk types due to dietary requirements.",Feasibility Studies,0,Artificial Intelligence,https://gtr.ukri.org/projects?ref=BD7CBF0C-C9A7-47FA-9AE4-00AA076FF470,0.0,Average Fit
